"id","employee_id","first_name","last_name","job_title","department","role","employment_type","function","sub_function","manager_id","created_at","auth_email","USERID","STATUS","User Name","First Name","Nick","Middle Name","Last Name","Suffix","Job Title","Gender","Email","Manager","Human Resource","Department","Job Code","Division","Location","Time Zone","Date of Join","Bussiness Phone","Bussiness Fax","Address Line 1","Address Line 2","City","State","Zip","Country","Matrix Manager","Default Locale","Proxy","Seating Chart","Review Frequency","Last Review Date","Company Exit Date","Date of Birth","Auto Launch PMGM Criteria","phoneInfo-Personal","Other Role","Company","Cost Center","Business Unit","Entity","Section","Sub-Section","EmailInfo-Personal","Person-id-external","PhoneInfo-Business","EmailInfo-Business","Login Method","Assignment ID","Assignment UUID","Display Name","password_hash"
"32b295f4-3c6c-4b8b-90d6-59237662500e","EMP018","Gal","Gadot","Data Sci","Engineering","employee","PERMANENT","Engineering",NULL,"00000000-0000-0000-0000-000000000003","2026-04-30T13:52:20.007257+00:00","galgadot@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$MOWpnjQh6YFq/.7K6kA0JO4ROYMmI6FK2IT9FPFLwKI7KM.vr9pW."
"526cfc04-e8d3-4100-b7d4-c4b155711d0e","EMP020","Sarah","Jenkins","HR BP","HR","hr","PERMANENT","Human Resources",NULL,"00000000-0000-0000-0000-000000000001","2026-04-30T13:52:20.007257+00:00","sarahjenkins@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$4sIFxR5.yINHakhlODhvNe2BOpCwp2CBg6UrgUTiI8Kb.KXGyciOO"
"60fc22b9-1559-4128-86fc-4eb9886c3fed",NULL,NULL,NULL,NULL,NULL,"employee",NULL,NULL,NULL,NULL,NULL,"sarah.hod@product.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$zwFJ5OhhSvegqbdyfXPS7.yWS8zt7zTYtm8VWGFKnAshXwLseHeGK"
"668d00c6-b6fb-4c8f-b546-7be5e98c56da","EMP009","Anna","White","Junior Dev","Engineering","employee","PROBATION","Engineering",NULL,"00000000-0000-0000-0000-000000000003","2026-04-30T13:52:20.007257+00:00","annawhite@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$lMp/6R3Ds0s5BIRfAR9Uk.qjZjw3lTZpXNacyEMNHnG7kogYztZya"
"953bec65-1260-4743-ab12-6dc2f371f2cb","EMP-SALES-001","James","Sales",NULL,"Sales","hod",NULL,NULL,NULL,NULL,NULL,"james.hod@sales.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"James Sales","$2b$10$m1WAGwg/MDj3UrkQrakWpOpNuoFORyWISMTtFD0sEmfrdQIIbuela"
"97af2045-8c9d-4ef7-9ccf-40c7f3786dfd","EMP010","Chris","Evans","QA Specialist","Engineering","employee","PERMANENT","Engineering",NULL,"00000000-0000-0000-0000-000000000003","2026-04-30T13:52:20.007257+00:00","chrisevans@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$yS4PRsjrhDYB9KKrm2N28.t6GINN6PwvvMoVDsmmP6hpYHHZrs80m"
"9997a00e-f0c8-4ebe-b633-b23bedf0e6fb","EMP-PROD-001","Sarah","Product",NULL,"Product","hod",NULL,NULL,NULL,NULL,NULL,"sarah.hod@product.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sarah Product","$2b$10$7kmBbGA4qFlETgzgKdA6QuzNlvLEn4ojbB.6GX1HGD048CoDQPVsG"
"d414745f-8457-49d4-88e8-e5c6d605ed10","EMP015","Paul","Rudd","Fullstack Dev","Engineering","employee","PERMANENT","Engineering",NULL,"00000000-0000-0000-0000-000000000004","2026-04-30T13:52:20.007257+00:00","paulrudd@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$2R3oVa77flKCT2ihtOeDbuNLsLwO.9Zeo4UXVms8d5T3mtGhQJJE6"
"e5c0e479-0723-41bc-944a-3001e0556aaf","EMP017","Idris","Elba","Cloud Lead","Engineering","employee","PERMANENT","Engineering",NULL,"00000000-0000-0000-0000-000000000004","2026-04-30T13:52:20.007257+00:00","idriselba@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$LlYP7eF4XGR1mtYlpfzhleWcwBs0tqbe5tNAyCQgidBvmCaz8CIfe"
"e7228f73-f4bd-4007-a664-be87487ee842","EMP007","Tom","Hanks","Senior Designer","Product","employee","PERMANENT","Product",NULL,"00000000-0000-0000-0000-000000000004","2026-04-30T13:52:20.007257+00:00","tomhanks@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$RyuuS0ga05peg36f7q3uSODI859AV0aU7hhRzEE297eOaOLs5fQli"
"e788b884-9a83-4d28-b8e5-f373cdec5ac0",NULL,"test",NULL,NULL,NULL,"employee",NULL,NULL,NULL,NULL,NULL,"test@test.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$K13qjg9FKsSOHOHfBNyuh.4XO7Mc8qMdsAJKhX4Uo3r426ScM5j5y"
"ea2b486a-7f35-4673-a6b3-6d9f2885c77b","EMP012","Oscar","Wilde","Ops Executive","Ops","employee","PERMANENT","Operations",NULL,"00000000-0000-0000-0000-000000000004","2026-04-30T13:52:20.007257+00:00","oscarwilde@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$7M6hg8Q37JSFDamuNFYkKu4y0M3ImDREkxuwfLl22Z5hhHcqZ2Wb."
"f4590e94-7e56-4a6d-b0c3-17892a57694c","EMP016","Tessa","Thompson","DBA","Engineering","employee","PERMANENT","Engineering",NULL,"00000000-0000-0000-0000-000000000001","2026-04-30T13:52:20.007257+00:00","tessathompson@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$QleppO8sM.b.OGBU9jU6jeLzr9wQXtzu0NkVnpmh1URU.fFeQcosy"
"f76ed73b-19b7-46a8-bc42-14b28e931cdc","EMP011","Nina","Simone","Analyst","Product","employee","PERMANENT","Product",NULL,"00000000-0000-0000-0000-000000000003","2026-04-30T13:52:20.007257+00:00","ninasimone@gmail.com",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$2b$10$qmzm9WrvLphIm7pD1lLWLuKf11Yzz4aahAyEHeykMSIASzqrZq7vW"
